
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.495672 seconds (24.8 MB/s)
csr_from_coo: 0.038656 seconds, 20685 rows, 20685 columns, 2454957 nonzeros, 60 to 162 nonzeros per row, 1 threads, 20685 to 20685 rows per thread, 2454957 to 2454957 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (14 L2 ways)
gemv (warmup): 0.001505 seconds (0.822 Gnz/s, 3.262 Gflop/s, 19.9 to 32.8 GB/s)
gemv (warmup): 0.001465 seconds (0.845 Gnz/s, 3.351 Gflop/s, 20.4 to 33.7 GB/s)
gemv (warmup): 0.001462 seconds (0.847 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.001465 seconds (0.845 Gnz/s, 3.351 Gflop/s, 20.4 to 33.7 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.357 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.357 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001479 seconds (0.837 Gnz/s, 3.321 Gflop/s, 20.3 to 33.4 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.356 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.361 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.359 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.357 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001460 seconds (0.848 Gnz/s, 3.362 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.361 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001476 seconds (0.838 Gnz/s, 3.326 Gflop/s, 20.3 to 33.5 GB/s)
gemv: 0.001462 seconds (0.846 Gnz/s, 3.357 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.357 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.357 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001476 seconds (0.839 Gnz/s, 3.327 Gflop/s, 20.3 to 33.5 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.361 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.360 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.848 Gnz/s, 3.362 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.361 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001478 seconds (0.837 Gnz/s, 3.322 Gflop/s, 20.3 to 33.4 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.355 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.360 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.356 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001460 seconds (0.848 Gnz/s, 3.362 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.361 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001479 seconds (0.837 Gnz/s, 3.320 Gflop/s, 20.3 to 33.4 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.355 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.359 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.846 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001476 seconds (0.838 Gnz/s, 3.326 Gflop/s, 20.3 to 33.5 GB/s)
gemv: 0.001462 seconds (0.846 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.359 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.359 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001478 seconds (0.837 Gnz/s, 3.321 Gflop/s, 20.3 to 33.4 GB/s)
gemv: 0.001467 seconds (0.844 Gnz/s, 3.348 Gflop/s, 20.4 to 33.7 GB/s)
gemv: 0.001462 seconds (0.846 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001464 seconds (0.846 Gnz/s, 3.355 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.356 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.360 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001478 seconds (0.837 Gnz/s, 3.321 Gflop/s, 20.3 to 33.4 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.355 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.359 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.356 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001460 seconds (0.848 Gnz/s, 3.364 Gflop/s, 20.5 to 33.9 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.361 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.362 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001477 seconds (0.838 Gnz/s, 3.325 Gflop/s, 20.3 to 33.5 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.356 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.360 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.355 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001477 seconds (0.838 Gnz/s, 3.324 Gflop/s, 20.3 to 33.5 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001464 seconds (0.846 Gnz/s, 3.355 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.356 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.360 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.360 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001479 seconds (0.837 Gnz/s, 3.319 Gflop/s, 20.2 to 33.4 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.356 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.357 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.357 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.359 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001478 seconds (0.838 Gnz/s, 3.322 Gflop/s, 20.3 to 33.4 GB/s)
gemv: 0.001464 seconds (0.846 Gnz/s, 3.355 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.360 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.360 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.361 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.361 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.361 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001478 seconds (0.838 Gnz/s, 3.323 Gflop/s, 20.3 to 33.5 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.358 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.360 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.360 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001460 seconds (0.848 Gnz/s, 3.362 Gflop/s, 20.5 to 33.9 GB/s)
gemv: 0.001462 seconds (0.847 Gnz/s, 3.359 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001477 seconds (0.838 Gnz/s, 3.324 Gflop/s, 20.3 to 33.5 GB/s)
gemv: 0.001463 seconds (0.846 Gnz/s, 3.356 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.361 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.360 Gflop/s, 20.5 to 33.8 GB/s)
gemv: 0.001461 seconds (0.847 Gnz/s, 3.360 Gflop/s, 20.5 to 33.8 GB/s)
