                                                                                               nonzeros per thread                                           max.        mean                                                 
                                                                                              -----------------------------------  imbalance                 perf.       perf.           .                   L1 BW    L2 BW   
  group                  matrix                 rows        columns     nonzeros     threads   min         max         mean        factor      time [s]      [Gflop/s]   [Gflop/s]   L1 misses   L2 misses   [GB/s]   [GB/s]  
 ---------------------- ---------------------- ----------- ----------- ------------ --------- ----------- ----------- ----------- ----------- ------------- ----------- ----------- ----------- ----------- -------- -------- 
  AG-Monien              debr                     1048576     1048576      4194298         1     4194298     4194298     4194298       1.000      0.020073       0.418       0.414      439056      351802      5.6      4.5 
  AG-Monien              wave                      156317      156317      2118662         1     2118662     2118662     2118662       1.000      0.005105       0.830       0.819      163328      117415      8.2      5.9 
  AMD                    G3_circuit               1585478     1585478      7660826         1     7660826     7660826     7660826       1.000      0.036059       0.425       0.420     1278123      539408      9.1      3.8 
  Andrianov              ins2                      309412      309412      2751484         1     2751484     2751484     2751484       1.000      0.006321       0.871       0.858      294197      169536     11.9      6.9 
  Andrianov              lp1                       534388      534388      1643420         1     1643420     1643420     1643420       1.000      0.010748       0.306       0.302      169744      148497      4.0      3.5 
  Andrianov              mip1                       66463       66463     10352819         1    10352819    10352819    10352819       1.000      0.004967       4.169       4.108      516532      495696     26.6     25.5 
  Andrianov              net100                     29920       29920      2033200         1     2033200     2033200     2033200       1.000      0.001770       2.298       2.246      169300      100175     24.5     14.5 
  Andrianov              net125                     36720       36720      2577200         1     2577200     2577200     2577200       1.000      0.002282       2.258       2.210      219599      126854     24.6     14.2 
  Andrianov              net150                     43520       43520      3121200         1     3121200     3121200     3121200       1.000      0.002712       2.302       2.258      260184      153454     24.6     14.5 
  Andrianov              net4-1                     88343       88343      2441727         1     2441727     2441727     2441727       1.000      0.003118       1.566       1.542      189840      127379     15.6     10.5 
  Andrianov              net75                      23120       23120      1489200         1     1489200     1489200     1489200       1.000      0.001274       2.338       2.300      126778       73425     25.5     14.8 
  Andrianov              pattern1                   19242       19242      9323432         1     9323432     9323432     9323432       1.000      0.009028       2.065       2.036     2022254      441825     57.3     12.5 
  ATandT                 pre2                      659033      659033      5959282         1     5959282     5959282     5959282       1.000      0.019958       0.597       0.590      448018      355523      5.7      4.6 
  ATandT                 twotone                   120750      120750      1224224         1     1224224     1224224     1224224       1.000      0.003801       0.644       0.635      102843       70468      6.9      4.7 
  Belcastro              human_gene1                22283       22283     24669643         1    24669643    24669643    24669643       1.000      0.026722       1.846       1.819     7627896     1160400     73.1     11.1 
  Belcastro              human_gene2                14340       14340     18068388         1    18068388    18068388    18068388       1.000      0.016438       2.198       2.165     4305597      850827     67.1     13.3 
  Belcastro              mouse_gene                 45101       45101     28967291         1    28967291    28967291    28967291       1.000      0.047229       1.227       1.212    14770381     1363270     80.1      7.4 
  BenElechi              BenElechi1                245874      245874     13150496         1    13150496    13150496    13150496       1.000      0.009842       2.672       2.644      695430      641397     18.1     16.7 
  Bodendiek              CurlCurl_1                226451      226451      2472071         1     2472071     2472071     2472071       1.000      0.005273       0.938       0.926      187793      138964      9.1      6.7 
  Bodendiek              CurlCurl_2                806529      806529      8921789         1     8921789     8921789     8921789       1.000      0.018030       0.990       0.978      613303      495820      8.7      7.0 
  Bodendiek              CurlCurl_3               1219574     1219574     13544618         1    13544618    13544618    13544618       1.000      0.028199       0.961       0.950     1038742      751568      9.4      6.8 
  Bodendiek              CurlCurl_4               2380515     2380515     26515867         1    26515867    26515867    26515867       1.000      0.053149       0.998       0.987     1812524     1559282      8.7      7.5 
  Boeing                 bcsstk35                   30237       30237      1450163         1     1450163     1450163     1450163       1.000      0.001366       2.123       2.093       76840       72643     14.4     13.6 
  Boeing                 bcsstk36                   23052       23052      1143140         1     1143140     1143140     1143140       1.000      0.001024       2.232       2.198       60876       57422     15.2     14.4 
  Boeing                 bcsstk37                   25503       25503      1140977         1     1140977     1140977     1140977       1.000      0.001163       1.962       1.934       61291       57567     13.5     12.7 
  Boeing                 bcsstk39                   46772       46772      2089294         1     2089294     2089294     2089294       1.000      0.001839       2.272       2.240      111439      104074     15.5     14.5 
  Boeing                 crystk03                   24696       24696      1751178         1     1751178     1751178     1751178       1.000      0.001259       2.783       2.746       90882       86112     18.5     17.5 
  Boeing                 ct20stif                   52329       52329      2698463         1     2698463     2698463     2698463       1.000      0.002835       1.904       1.879      146422      133667     13.2     12.1 
  Boeing                 msc10848                   10848       10848      1229778         1     1229778     1229778     1229778       1.000      0.000816       3.015       2.966       70410       59996     22.1     18.8 
  Boeing                 msc23052                   23052       23052      1154814         1     1154814     1154814     1154814       1.000      0.001055       2.189       2.157       73625       57237     17.9     13.9 
  Boeing                 pcrystk03                  24696       24696      1751178         1     1751178     1751178     1751178       1.000      0.001258       2.783       2.746       90919       86108     18.5     17.5 
  Boeing                 pct20stif                  52329       52329      2698463         1     2698463     2698463     2698463       1.000      0.002834       1.904       1.879      146459      133745     13.2     12.1 
  Boeing                 pwtk                      217918      217918     11634424         1    11634424    11634424    11634424       1.000      0.009373       2.483       2.452      612662      568512     16.7     15.5 
  Botonakis              FEM_3D_thermal2           147900      147900      3489300         1     3489300     3489300     3489300       1.000      0.006005       1.162       1.145      198989      180700      8.5      7.7 
  Botonakis              thermomech_dK             204316      204316      2846228         1     2846228     2846228     2846228       1.000      0.008705       0.654       0.644      653137      156273     19.2      4.6 
  Botonakis              thermomech_dM             204316      204316      1423116         1     1423116     1423116     1423116       1.000      0.007788       0.365       0.361      578785       83706     19.0      2.8 
  Bourchtein             atmosmodd                1270432     1270432      8814880         1     8814880     8814880     8814880       1.000      0.023817       0.740       0.732      648500      534310      7.0      5.7 
  Bourchtein             atmosmodj                1270432     1270432      8814880         1     8814880     8814880     8814880       1.000      0.023818       0.740       0.732      648475      534305      7.0      5.7 
  Bourchtein             atmosmodl                1489752     1489752     10319760         1    10319760    10319760    10319760       1.000      0.027926       0.739       0.731      761246      626037      7.0      5.7 
  Bourchtein             atmosmodm                1489752     1489752     10319760         1    10319760    10319760    10319760       1.000      0.027905       0.740       0.731      761235      626088      7.0      5.7 
  Bova                   rma10                      46835       46835      2374001         1     2374001     2374001     2374001       1.000      0.002656       1.788       1.760      126572      118178     12.2     11.4 
  Castrillon             denormal                   89400       89400      1156224         1     1156224     1156224     1156224       1.000      0.002043       1.132       1.118       70365       64337      8.8      8.1 
  CEMW                   t2em                      921632      921632      4590832         1     4590832     4590832     4590832       1.000      0.018111       0.507       0.501      362841      303531      5.1      4.3 
  CEMW                   tmt_sym                   726713      726713      5080961         1     5080961     5080961     5080961       1.000      0.025296       0.402       0.397      361543      308265      3.7      3.1 
  CEMW                   tmt_unsym                 917825      917825      4584801         1     4584801     4584801     4584801       1.000      0.018122       0.506       0.500      365377      302867      5.2      4.3 
  Chen                   pkustk03                   63336       63336      3130416         1     3130416     3130416     3130416       1.000      0.002621       2.389       2.355      167637      154741     16.4     15.1 
  Chen                   pkustk04                   55590       55590      4218660         1     4218660     4218660     4218660       1.000      0.003401       2.481       2.443      248072      205674     18.7     15.5 
  Chen                   pkustk05                   37164       37164      2205144         1     2205144     2205144     2205144       1.000      0.001695       2.602       2.563      120424      108694     18.2     16.4 
