
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 6.205052 seconds (29.1 MB/s)
csr_from_coo: 1.065150 seconds, 4163763 rows, 4163763 columns, 24975952 nonzeros, 3 to 20 nonzeros per row, 1 threads, 4163763 to 4163763 rows per thread, 24975952 to 24975952 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.399554 seconds (0.031 Gnz/s, 0.125 Gflop/s, 1.0 to 1.4 GB/s)
gemv (warmup): 0.419772 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv (warmup): 0.419881 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.420515 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420502 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420544 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420476 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420522 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420434 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420479 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420618 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420521 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420506 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420561 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420681 seconds (0.030 Gnz/s, 0.119 Gflop/s, 0.9 to 1.3 GB/s)
gemv: 0.420454 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420496 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420583 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420598 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420658 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420687 seconds (0.030 Gnz/s, 0.119 Gflop/s, 0.9 to 1.3 GB/s)
gemv: 0.420607 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420544 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420693 seconds (0.030 Gnz/s, 0.119 Gflop/s, 0.9 to 1.3 GB/s)
gemv: 0.420632 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
gemv: 0.420536 seconds (0.030 Gnz/s, 0.119 Gflop/s, 1.0 to 1.3 GB/s)
