
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 23.920197 seconds (26.8 MB/s)
csr_from_coo: 0.706790 seconds, 952203 rows, 952203 columns, 46522475 nonzeros, 28 to 77 nonzeros per row, 1 threads, 952203 to 952203 rows per thread, 46522475 to 46522475 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.101212 seconds (0.235 Gnz/s, 0.919 Gflop/s, 5.7 to 9.3 GB/s)
gemv (warmup): 0.114656 seconds (0.207 Gnz/s, 0.812 Gflop/s, 5.1 to 8.2 GB/s)
gemv (warmup): 0.114114 seconds (0.208 Gnz/s, 0.815 Gflop/s, 5.1 to 8.3 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.116439 seconds (0.204 Gnz/s, 0.799 Gflop/s, 5.0 to 8.1 GB/s)
gemv: 0.123222 seconds (0.193 Gnz/s, 0.755 Gflop/s, 4.7 to 7.7 GB/s)
gemv: 0.125578 seconds (0.189 Gnz/s, 0.741 Gflop/s, 4.6 to 7.5 GB/s)
gemv: 0.133121 seconds (0.178 Gnz/s, 0.699 Gflop/s, 4.4 to 7.1 GB/s)
gemv: 0.131572 seconds (0.180 Gnz/s, 0.707 Gflop/s, 4.4 to 7.2 GB/s)
gemv: 0.134477 seconds (0.177 Gnz/s, 0.692 Gflop/s, 4.3 to 7.0 GB/s)
gemv: 0.132140 seconds (0.180 Gnz/s, 0.704 Gflop/s, 4.4 to 7.2 GB/s)
gemv: 0.132796 seconds (0.179 Gnz/s, 0.701 Gflop/s, 4.4 to 7.1 GB/s)
gemv: 0.132068 seconds (0.180 Gnz/s, 0.705 Gflop/s, 4.4 to 7.2 GB/s)
gemv: 0.136100 seconds (0.174 Gnz/s, 0.684 Gflop/s, 4.3 to 6.9 GB/s)
gemv: 0.139296 seconds (0.170 Gnz/s, 0.668 Gflop/s, 4.2 to 6.8 GB/s)
gemv: 0.135680 seconds (0.175 Gnz/s, 0.686 Gflop/s, 4.3 to 7.0 GB/s)
gemv: 0.136635 seconds (0.174 Gnz/s, 0.681 Gflop/s, 4.3 to 6.9 GB/s)
gemv: 0.137412 seconds (0.173 Gnz/s, 0.677 Gflop/s, 4.2 to 6.9 GB/s)
gemv: 0.136369 seconds (0.174 Gnz/s, 0.682 Gflop/s, 4.3 to 6.9 GB/s)
gemv: 0.136608 seconds (0.174 Gnz/s, 0.681 Gflop/s, 4.3 to 6.9 GB/s)
gemv: 0.139401 seconds (0.170 Gnz/s, 0.667 Gflop/s, 4.2 to 6.8 GB/s)
gemv: 0.137367 seconds (0.173 Gnz/s, 0.677 Gflop/s, 4.2 to 6.9 GB/s)
gemv: 0.138881 seconds (0.171 Gnz/s, 0.670 Gflop/s, 4.2 to 6.8 GB/s)
gemv: 0.141667 seconds (0.168 Gnz/s, 0.657 Gflop/s, 4.1 to 6.7 GB/s)
gemv: 0.147789 seconds (0.161 Gnz/s, 0.630 Gflop/s, 3.9 to 6.4 GB/s)
