
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 44.004206 seconds (27.6 MB/s)
csr_from_coo: 1.355805 seconds, 943695 rows, 943695 columns, 77651847 nonzeros, 21 to 345 nonzeros per row, 1 threads, 943695 to 943695 rows per thread, 77651847 to 77651847 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.096371 seconds (0.408 Gnz/s, 1.612 Gflop/s, 9.9 to 16.3 GB/s)
gemv (warmup): 0.105799 seconds (0.371 Gnz/s, 1.468 Gflop/s, 9.0 to 14.8 GB/s)
gemv (warmup): 0.124813 seconds (0.315 Gnz/s, 1.244 Gflop/s, 7.6 to 12.6 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.117254 seconds (0.335 Gnz/s, 1.325 Gflop/s, 8.1 to 13.4 GB/s)
gemv: 0.119645 seconds (0.328 Gnz/s, 1.298 Gflop/s, 8.0 to 13.1 GB/s)
gemv: 0.119203 seconds (0.330 Gnz/s, 1.303 Gflop/s, 8.0 to 13.2 GB/s)
gemv: 0.123719 seconds (0.318 Gnz/s, 1.255 Gflop/s, 7.7 to 12.7 GB/s)
gemv: 0.122032 seconds (0.322 Gnz/s, 1.273 Gflop/s, 7.8 to 12.9 GB/s)
gemv: 0.122069 seconds (0.322 Gnz/s, 1.272 Gflop/s, 7.8 to 12.8 GB/s)
gemv: 0.122426 seconds (0.321 Gnz/s, 1.269 Gflop/s, 7.8 to 12.8 GB/s)
gemv: 0.125719 seconds (0.313 Gnz/s, 1.235 Gflop/s, 7.6 to 12.5 GB/s)
gemv: 0.127173 seconds (0.309 Gnz/s, 1.221 Gflop/s, 7.5 to 12.3 GB/s)
gemv: 0.123299 seconds (0.319 Gnz/s, 1.260 Gflop/s, 7.7 to 12.7 GB/s)
gemv: 0.123681 seconds (0.318 Gnz/s, 1.256 Gflop/s, 7.7 to 12.7 GB/s)
gemv: 0.127482 seconds (0.308 Gnz/s, 1.218 Gflop/s, 7.5 to 12.3 GB/s)
gemv: 0.125618 seconds (0.313 Gnz/s, 1.236 Gflop/s, 7.6 to 12.5 GB/s)
gemv: 0.125236 seconds (0.314 Gnz/s, 1.240 Gflop/s, 7.6 to 12.5 GB/s)
gemv: 0.125065 seconds (0.314 Gnz/s, 1.242 Gflop/s, 7.6 to 12.5 GB/s)
gemv: 0.127042 seconds (0.309 Gnz/s, 1.222 Gflop/s, 7.5 to 12.3 GB/s)
gemv: 0.125323 seconds (0.314 Gnz/s, 1.239 Gflop/s, 7.6 to 12.5 GB/s)
gemv: 0.125054 seconds (0.314 Gnz/s, 1.242 Gflop/s, 7.6 to 12.5 GB/s)
gemv: 0.124774 seconds (0.315 Gnz/s, 1.245 Gflop/s, 7.6 to 12.6 GB/s)
gemv: 0.128639 seconds (0.305 Gnz/s, 1.207 Gflop/s, 7.4 to 12.2 GB/s)
gemv: 0.126371 seconds (0.311 Gnz/s, 1.229 Gflop/s, 7.6 to 12.4 GB/s)
gemv: 0.126247 seconds (0.311 Gnz/s, 1.230 Gflop/s, 7.6 to 12.4 GB/s)
gemv: 0.126555 seconds (0.311 Gnz/s, 1.227 Gflop/s, 7.5 to 12.4 GB/s)
gemv: 0.129179 seconds (0.304 Gnz/s, 1.202 Gflop/s, 7.4 to 12.1 GB/s)
gemv: 0.126536 seconds (0.311 Gnz/s, 1.227 Gflop/s, 7.5 to 12.4 GB/s)
gemv: 0.126092 seconds (0.312 Gnz/s, 1.232 Gflop/s, 7.6 to 12.4 GB/s)
gemv: 0.126412 seconds (0.311 Gnz/s, 1.229 Gflop/s, 7.6 to 12.4 GB/s)
gemv: 0.130502 seconds (0.301 Gnz/s, 1.190 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.129288 seconds (0.304 Gnz/s, 1.201 Gflop/s, 7.4 to 12.1 GB/s)
gemv: 0.128782 seconds (0.305 Gnz/s, 1.206 Gflop/s, 7.4 to 12.2 GB/s)
gemv: 0.128942 seconds (0.305 Gnz/s, 1.204 Gflop/s, 7.4 to 12.2 GB/s)
gemv: 0.126651 seconds (0.310 Gnz/s, 1.226 Gflop/s, 7.5 to 12.4 GB/s)
gemv: 0.127128 seconds (0.309 Gnz/s, 1.222 Gflop/s, 7.5 to 12.3 GB/s)
gemv: 0.126528 seconds (0.311 Gnz/s, 1.227 Gflop/s, 7.5 to 12.4 GB/s)
gemv: 0.127744 seconds (0.308 Gnz/s, 1.216 Gflop/s, 7.5 to 12.3 GB/s)
gemv: 0.128247 seconds (0.306 Gnz/s, 1.211 Gflop/s, 7.4 to 12.2 GB/s)
gemv: 0.127457 seconds (0.308 Gnz/s, 1.218 Gflop/s, 7.5 to 12.3 GB/s)
gemv: 0.127382 seconds (0.309 Gnz/s, 1.219 Gflop/s, 7.5 to 12.3 GB/s)
gemv: 0.128437 seconds (0.306 Gnz/s, 1.209 Gflop/s, 7.4 to 12.2 GB/s)
gemv: 0.127525 seconds (0.308 Gnz/s, 1.218 Gflop/s, 7.5 to 12.3 GB/s)
gemv: 0.127745 seconds (0.308 Gnz/s, 1.216 Gflop/s, 7.5 to 12.3 GB/s)
gemv: 0.127189 seconds (0.309 Gnz/s, 1.221 Gflop/s, 7.5 to 12.3 GB/s)
gemv: 0.128988 seconds (0.305 Gnz/s, 1.204 Gflop/s, 7.4 to 12.2 GB/s)
gemv: 0.129923 seconds (0.302 Gnz/s, 1.195 Gflop/s, 7.3 to 12.1 GB/s)
gemv: 0.130281 seconds (0.302 Gnz/s, 1.192 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.130428 seconds (0.301 Gnz/s, 1.191 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.131934 seconds (0.298 Gnz/s, 1.177 Gflop/s, 7.2 to 11.9 GB/s)
gemv: 0.130588 seconds (0.301 Gnz/s, 1.189 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.130184 seconds (0.302 Gnz/s, 1.193 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.129711 seconds (0.303 Gnz/s, 1.197 Gflop/s, 7.4 to 12.1 GB/s)
gemv: 0.132670 seconds (0.296 Gnz/s, 1.171 Gflop/s, 7.2 to 11.8 GB/s)
gemv: 0.130126 seconds (0.302 Gnz/s, 1.193 Gflop/s, 7.3 to 12.1 GB/s)
gemv: 0.130188 seconds (0.302 Gnz/s, 1.193 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.130160 seconds (0.302 Gnz/s, 1.193 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.132258 seconds (0.297 Gnz/s, 1.174 Gflop/s, 7.2 to 11.9 GB/s)
gemv: 0.129909 seconds (0.303 Gnz/s, 1.195 Gflop/s, 7.3 to 12.1 GB/s)
gemv: 0.130554 seconds (0.301 Gnz/s, 1.190 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.129452 seconds (0.304 Gnz/s, 1.200 Gflop/s, 7.4 to 12.1 GB/s)
gemv: 0.133921 seconds (0.293 Gnz/s, 1.160 Gflop/s, 7.1 to 11.7 GB/s)
gemv: 0.130112 seconds (0.302 Gnz/s, 1.194 Gflop/s, 7.3 to 12.1 GB/s)
gemv: 0.130148 seconds (0.302 Gnz/s, 1.193 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.131037 seconds (0.300 Gnz/s, 1.185 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.130061 seconds (0.302 Gnz/s, 1.194 Gflop/s, 7.3 to 12.1 GB/s)
gemv: 0.130453 seconds (0.301 Gnz/s, 1.190 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.130445 seconds (0.301 Gnz/s, 1.191 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.131062 seconds (0.300 Gnz/s, 1.185 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.131321 seconds (0.299 Gnz/s, 1.183 Gflop/s, 7.3 to 11.9 GB/s)
gemv: 0.130593 seconds (0.301 Gnz/s, 1.189 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.130707 seconds (0.301 Gnz/s, 1.188 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.132400 seconds (0.297 Gnz/s, 1.173 Gflop/s, 7.2 to 11.8 GB/s)
gemv: 0.130367 seconds (0.301 Gnz/s, 1.191 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.129980 seconds (0.302 Gnz/s, 1.195 Gflop/s, 7.3 to 12.1 GB/s)
gemv: 0.130238 seconds (0.302 Gnz/s, 1.192 Gflop/s, 7.3 to 12.0 GB/s)
gemv: 0.134219 seconds (0.293 Gnz/s, 1.157 Gflop/s, 7.1 to 11.7 GB/s)
gemv: 0.132591 seconds (0.296 Gnz/s, 1.171 Gflop/s, 7.2 to 11.8 GB/s)
gemv: 0.131587 seconds (0.299 Gnz/s, 1.180 Gflop/s, 7.3 to 11.9 GB/s)
gemv: 0.131524 seconds (0.299 Gnz/s, 1.181 Gflop/s, 7.3 to 11.9 GB/s)
gemv: 0.135671 seconds (0.290 Gnz/s, 1.145 Gflop/s, 7.0 to 11.6 GB/s)
gemv: 0.131468 seconds (0.299 Gnz/s, 1.181 Gflop/s, 7.3 to 11.9 GB/s)
gemv: 0.131348 seconds (0.299 Gnz/s, 1.182 Gflop/s, 7.3 to 11.9 GB/s)
gemv: 0.132611 seconds (0.296 Gnz/s, 1.171 Gflop/s, 7.2 to 11.8 GB/s)
gemv: 0.132627 seconds (0.296 Gnz/s, 1.171 Gflop/s, 7.2 to 11.8 GB/s)
gemv: 0.131887 seconds (0.298 Gnz/s, 1.178 Gflop/s, 7.2 to 11.9 GB/s)
gemv: 0.131590 seconds (0.299 Gnz/s, 1.180 Gflop/s, 7.3 to 11.9 GB/s)
gemv: 0.133137 seconds (0.295 Gnz/s, 1.166 Gflop/s, 7.2 to 11.8 GB/s)
gemv: 0.131796 seconds (0.298 Gnz/s, 1.178 Gflop/s, 7.2 to 11.9 GB/s)
gemv: 0.131257 seconds (0.299 Gnz/s, 1.183 Gflop/s, 7.3 to 11.9 GB/s)
gemv: 0.131582 seconds (0.299 Gnz/s, 1.180 Gflop/s, 7.3 to 11.9 GB/s)
gemv: 0.132899 seconds (0.296 Gnz/s, 1.169 Gflop/s, 7.2 to 11.8 GB/s)
gemv: 0.132341 seconds (0.297 Gnz/s, 1.174 Gflop/s, 7.2 to 11.8 GB/s)
gemv: 0.132164 seconds (0.297 Gnz/s, 1.175 Gflop/s, 7.2 to 11.9 GB/s)
gemv: 0.132063 seconds (0.298 Gnz/s, 1.176 Gflop/s, 7.2 to 11.9 GB/s)
gemv: 0.134289 seconds (0.293 Gnz/s, 1.156 Gflop/s, 7.1 to 11.7 GB/s)
gemv: 0.131623 seconds (0.299 Gnz/s, 1.180 Gflop/s, 7.3 to 11.9 GB/s)
gemv: 0.131686 seconds (0.298 Gnz/s, 1.179 Gflop/s, 7.2 to 11.9 GB/s)
gemv: 0.131870 seconds (0.298 Gnz/s, 1.178 Gflop/s, 7.2 to 11.9 GB/s)
gemv: 0.132449 seconds (0.297 Gnz/s, 1.173 Gflop/s, 7.2 to 11.8 GB/s)
gemv: 0.131915 seconds (0.298 Gnz/s, 1.177 Gflop/s, 7.2 to 11.9 GB/s)
gemv: 0.131755 seconds (0.298 Gnz/s, 1.179 Gflop/s, 7.2 to 11.9 GB/s)
gemv: 0.132961 seconds (0.296 Gnz/s, 1.168 Gflop/s, 7.2 to 11.8 GB/s)
region,threads,EFFECTIVE_INST_SPEC,CPU_CYCLES,FP_DP_FIXED_OPS_SPEC,FP_DP_SCALE_OPS_SPEC,L2D_CACHE_REFILL,L2D_CACHE_WB,L2D_SWAP_DM,L2D_CACHE_MIBMCH_PRF,L1D_CACHE_REFILL,CPI ,Frequency ,L1D cache miss rate ,L2D cache miss rate ,L2-Memory Bandwidth ,DP (FP) ,DP (FP+SVE512) ,Computational Intensity (FP+SVE512) ,time
gemv,0,10714136313,28427187672,94372806,5578550400,473947544,25303344,4488760,19172481,502781371,2.653241,2198.648960,0.046927,0.042027,9.416605,7.299092,1733.150299,0.184053,12.929389
total,-1,10714136313,28427187672,94372806,5578550400,473947544,25303344,4488760,19172481,502781371,2.653241,2198.648960,0.046927,0.042027,9.416605,7.299092,1733.150299,0.184053,12.929389
