
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 304.571294 seconds (28.3 MB/s)
csr_from_coo: 7.231730 seconds, 11449533 rows, 11449533 columns, 349321980 nonzeros, 1 to 720 nonzeros per row, 1 threads, 11449533 to 11449533 rows per thread, 349321980 to 349321980 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (6 L2 ways)
gemv (warmup): 0.504986 seconds (0.692 Gnz/s, 1.383 Gflop/s, 8.8 to 14.2 GB/s)
gemv (warmup): 0.496194 seconds (0.704 Gnz/s, 1.408 Gflop/s, 9.0 to 14.4 GB/s)
gemv (warmup): 0.495760 seconds (0.705 Gnz/s, 1.409 Gflop/s, 9.0 to 14.5 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.496871 seconds (0.703 Gnz/s, 1.406 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496584 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496818 seconds (0.703 Gnz/s, 1.406 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496646 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496597 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496511 seconds (0.704 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496381 seconds (0.704 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496706 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496797 seconds (0.703 Gnz/s, 1.406 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496713 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496695 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496865 seconds (0.703 Gnz/s, 1.406 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496783 seconds (0.703 Gnz/s, 1.406 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496790 seconds (0.703 Gnz/s, 1.406 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496615 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496656 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496626 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496580 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496718 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496636 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496633 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496664 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496402 seconds (0.704 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496674 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496549 seconds (0.704 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496643 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496545 seconds (0.704 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496716 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496756 seconds (0.703 Gnz/s, 1.406 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496719 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496562 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496752 seconds (0.703 Gnz/s, 1.406 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496570 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496756 seconds (0.703 Gnz/s, 1.406 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496726 seconds (0.703 Gnz/s, 1.406 Gflop/s, 9.0 to 14.4 GB/s)
gemv: 0.496654 seconds (0.703 Gnz/s, 1.407 Gflop/s, 9.0 to 14.4 GB/s)
