
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.992326 seconds (23.5 MB/s)
csr_from_coo: 0.053940 seconds, 75468 rows, 75468 columns, 2449194 nonzeros, 4 to 122 nonzeros per row, 1 threads, 75468 to 75468 rows per thread, 2449194 to 2449194 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (10 L2 ways)
gemv (warmup): 0.004470 seconds (0.548 Gnz/s, 1.096 Gflop/s, 7.0 to 11.2 GB/s)
gemv (warmup): 0.004391 seconds (0.558 Gnz/s, 1.116 Gflop/s, 7.1 to 11.4 GB/s)
gemv (warmup): 0.004421 seconds (0.554 Gnz/s, 1.108 Gflop/s, 7.1 to 11.4 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.004399 seconds (0.557 Gnz/s, 1.113 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004411 seconds (0.555 Gnz/s, 1.110 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004388 seconds (0.558 Gnz/s, 1.116 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004411 seconds (0.555 Gnz/s, 1.111 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004388 seconds (0.558 Gnz/s, 1.116 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004400 seconds (0.557 Gnz/s, 1.113 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004391 seconds (0.558 Gnz/s, 1.115 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004402 seconds (0.556 Gnz/s, 1.113 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004393 seconds (0.557 Gnz/s, 1.115 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004393 seconds (0.557 Gnz/s, 1.115 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004405 seconds (0.556 Gnz/s, 1.112 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004389 seconds (0.558 Gnz/s, 1.116 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004407 seconds (0.556 Gnz/s, 1.111 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004389 seconds (0.558 Gnz/s, 1.116 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004407 seconds (0.556 Gnz/s, 1.111 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004392 seconds (0.558 Gnz/s, 1.115 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004398 seconds (0.557 Gnz/s, 1.114 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004390 seconds (0.558 Gnz/s, 1.116 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004387 seconds (0.558 Gnz/s, 1.117 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004417 seconds (0.555 Gnz/s, 1.109 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004399 seconds (0.557 Gnz/s, 1.114 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004415 seconds (0.555 Gnz/s, 1.110 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004400 seconds (0.557 Gnz/s, 1.113 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004413 seconds (0.555 Gnz/s, 1.110 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004403 seconds (0.556 Gnz/s, 1.113 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004423 seconds (0.554 Gnz/s, 1.108 Gflop/s, 7.1 to 11.3 GB/s)
gemv: 0.004402 seconds (0.556 Gnz/s, 1.113 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004422 seconds (0.554 Gnz/s, 1.108 Gflop/s, 7.1 to 11.3 GB/s)
gemv: 0.004405 seconds (0.556 Gnz/s, 1.112 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004404 seconds (0.556 Gnz/s, 1.112 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004415 seconds (0.555 Gnz/s, 1.110 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004405 seconds (0.556 Gnz/s, 1.112 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004412 seconds (0.555 Gnz/s, 1.110 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004403 seconds (0.556 Gnz/s, 1.113 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004425 seconds (0.554 Gnz/s, 1.107 Gflop/s, 7.1 to 11.3 GB/s)
gemv: 0.004401 seconds (0.556 Gnz/s, 1.113 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004417 seconds (0.554 Gnz/s, 1.109 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004406 seconds (0.556 Gnz/s, 1.112 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004418 seconds (0.554 Gnz/s, 1.109 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004401 seconds (0.557 Gnz/s, 1.113 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004399 seconds (0.557 Gnz/s, 1.113 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004418 seconds (0.554 Gnz/s, 1.109 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004402 seconds (0.556 Gnz/s, 1.113 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004415 seconds (0.555 Gnz/s, 1.109 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004399 seconds (0.557 Gnz/s, 1.113 Gflop/s, 7.1 to 11.4 GB/s)
gemv: 0.004421 seconds (0.554 Gnz/s, 1.108 Gflop/s, 7.1 to 11.4 GB/s)
