
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 4.330184 seconds (26.1 MB/s)
csr_from_coo: 0.106283 seconds, 141347 rows, 141347 columns, 7339667 nonzeros, 1 to 435 nonzeros per row, 1 threads, 141347 to 141347 rows per thread, 7339667 to 7339667 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (5 L2 ways)
gemv (warmup): 0.006745 seconds (0.555 Gnz/s, 2.176 Gflop/s, 13.6 to 22.1 GB/s)
gemv (warmup): 0.006601 seconds (0.567 Gnz/s, 2.224 Gflop/s, 13.9 to 22.6 GB/s)
gemv (warmup): 0.006575 seconds (0.569 Gnz/s, 2.233 Gflop/s, 13.9 to 22.7 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.006583 seconds (0.568 Gnz/s, 2.230 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006606 seconds (0.566 Gnz/s, 2.222 Gflop/s, 13.8 to 22.6 GB/s)
gemv: 0.006591 seconds (0.567 Gnz/s, 2.227 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006575 seconds (0.569 Gnz/s, 2.233 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.006589 seconds (0.568 Gnz/s, 2.228 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006591 seconds (0.568 Gnz/s, 2.227 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006574 seconds (0.569 Gnz/s, 2.233 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.006595 seconds (0.567 Gnz/s, 2.226 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006591 seconds (0.568 Gnz/s, 2.227 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006578 seconds (0.569 Gnz/s, 2.232 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.006597 seconds (0.567 Gnz/s, 2.225 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006591 seconds (0.568 Gnz/s, 2.227 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006577 seconds (0.569 Gnz/s, 2.232 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.006590 seconds (0.568 Gnz/s, 2.228 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006587 seconds (0.568 Gnz/s, 2.229 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006578 seconds (0.569 Gnz/s, 2.231 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.006602 seconds (0.567 Gnz/s, 2.223 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006590 seconds (0.568 Gnz/s, 2.227 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006576 seconds (0.569 Gnz/s, 2.232 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.006596 seconds (0.567 Gnz/s, 2.226 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006597 seconds (0.567 Gnz/s, 2.225 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006581 seconds (0.568 Gnz/s, 2.231 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006599 seconds (0.567 Gnz/s, 2.224 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006597 seconds (0.567 Gnz/s, 2.225 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006581 seconds (0.568 Gnz/s, 2.230 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.006596 seconds (0.567 Gnz/s, 2.226 Gflop/s, 13.9 to 22.6 GB/s)
