
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 4.517013 seconds (30.5 MB/s)
csr_from_coo: 0.071421 seconds, 643994 rows, 643994 columns, 4866270 nonzeros, 1 to 454521 nonzeros per row, 1 threads, 643994 to 643994 rows per thread, 4866270 to 4866270 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
gemv (warmup): 0.017164 seconds (0.284 Gnz/s, 0.567 Gflop/s, 4.3 to 6.3 GB/s)
gemv (warmup): 0.017385 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv (warmup): 0.017397 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.017403 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017420 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017410 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017441 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017428 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017404 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017407 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017437 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017408 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017408 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017416 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017442 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017402 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017396 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017420 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017420 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017372 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.3 to 6.2 GB/s)
gemv: 0.017398 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017401 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017426 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017395 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017419 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017426 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017414 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017388 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017433 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017380 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017405 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017399 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017445 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017386 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017399 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017400 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017401 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017398 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017397 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017383 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017407 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017390 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017434 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017394 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017421 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017427 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017408 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017386 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017413 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017413 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017394 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017377 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.3 to 6.2 GB/s)
gemv: 0.017380 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017421 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017401 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017391 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017426 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017432 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017430 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017403 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017393 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017476 seconds (0.278 Gnz/s, 0.557 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017444 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017423 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017424 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017459 seconds (0.279 Gnz/s, 0.557 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017430 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017430 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017386 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017390 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017428 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017425 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017422 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017427 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017403 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017419 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017388 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017472 seconds (0.279 Gnz/s, 0.557 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017397 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017407 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017399 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017395 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017428 seconds (0.279 Gnz/s, 0.558 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017420 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017409 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017409 seconds (0.280 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017388 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017413 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017380 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017413 seconds (0.279 Gnz/s, 0.559 Gflop/s, 4.2 to 6.2 GB/s)
gemv: 0.017386 seconds (0.280 Gnz/s, 0.560 Gflop/s, 4.2 to 6.2 GB/s)
