
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 5.623547 seconds (25.6 MB/s)
csr_from_coo: 0.164688 seconds, 220542 rows, 220542 columns, 10768436 nonzeros, 21 to 77 nonzeros per row, 1 threads, 220542 to 220542 rows per thread, 10768436 to 10768436 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (4 L2 ways)
gemv (warmup): 0.010473 seconds (0.525 Gnz/s, 2.056 Gflop/s, 12.8 to 20.9 GB/s)
gemv (warmup): 0.010123 seconds (0.543 Gnz/s, 2.127 Gflop/s, 13.3 to 21.6 GB/s)
gemv (warmup): 0.010121 seconds (0.543 Gnz/s, 2.128 Gflop/s, 13.3 to 21.6 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.010157 seconds (0.541 Gnz/s, 2.120 Gflop/s, 13.2 to 21.6 GB/s)
gemv: 0.010144 seconds (0.542 Gnz/s, 2.123 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010151 seconds (0.541 Gnz/s, 2.122 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010148 seconds (0.541 Gnz/s, 2.122 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010154 seconds (0.541 Gnz/s, 2.121 Gflop/s, 13.2 to 21.6 GB/s)
gemv: 0.010156 seconds (0.541 Gnz/s, 2.121 Gflop/s, 13.2 to 21.6 GB/s)
gemv: 0.010146 seconds (0.542 Gnz/s, 2.123 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010149 seconds (0.541 Gnz/s, 2.122 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010155 seconds (0.541 Gnz/s, 2.121 Gflop/s, 13.2 to 21.6 GB/s)
gemv: 0.010154 seconds (0.541 Gnz/s, 2.121 Gflop/s, 13.2 to 21.6 GB/s)
gemv: 0.010148 seconds (0.541 Gnz/s, 2.122 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010153 seconds (0.541 Gnz/s, 2.121 Gflop/s, 13.2 to 21.6 GB/s)
gemv: 0.010150 seconds (0.541 Gnz/s, 2.122 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010145 seconds (0.542 Gnz/s, 2.123 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010146 seconds (0.542 Gnz/s, 2.123 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010149 seconds (0.541 Gnz/s, 2.122 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010148 seconds (0.541 Gnz/s, 2.122 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010152 seconds (0.541 Gnz/s, 2.121 Gflop/s, 13.2 to 21.6 GB/s)
gemv: 0.010158 seconds (0.541 Gnz/s, 2.120 Gflop/s, 13.2 to 21.5 GB/s)
gemv: 0.010149 seconds (0.541 Gnz/s, 2.122 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010150 seconds (0.541 Gnz/s, 2.122 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010162 seconds (0.541 Gnz/s, 2.119 Gflop/s, 13.2 to 21.5 GB/s)
gemv: 0.010148 seconds (0.541 Gnz/s, 2.122 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010147 seconds (0.542 Gnz/s, 2.123 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010150 seconds (0.541 Gnz/s, 2.122 Gflop/s, 13.3 to 21.6 GB/s)
gemv: 0.010159 seconds (0.541 Gnz/s, 2.120 Gflop/s, 13.2 to 21.5 GB/s)
gemv: 0.010173 seconds (0.540 Gnz/s, 2.117 Gflop/s, 13.2 to 21.5 GB/s)
gemv: 0.010161 seconds (0.541 Gnz/s, 2.120 Gflop/s, 13.2 to 21.5 GB/s)
gemv: 0.010163 seconds (0.541 Gnz/s, 2.119 Gflop/s, 13.2 to 21.5 GB/s)
