
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 112.168812 seconds (27.9 MB/s)
csr_from_coo: 2.511398 seconds, 4382246 rows, 4382246 columns, 131577616 nonzeros, 1 to 613 nonzeros per row, 1 threads, 4382246 to 4382246 rows per thread, 131577616 to 131577616 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.300877 seconds (0.437 Gnz/s, 0.875 Gflop/s, 5.6 to 9.0 GB/s)
gemv (warmup): 0.423491 seconds (0.311 Gnz/s, 0.621 Gflop/s, 4.0 to 6.4 GB/s)
gemv (warmup): 0.440733 seconds (0.299 Gnz/s, 0.597 Gflop/s, 3.8 to 6.1 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.443720 seconds (0.297 Gnz/s, 0.593 Gflop/s, 3.8 to 6.1 GB/s)
gemv: 0.435958 seconds (0.302 Gnz/s, 0.604 Gflop/s, 3.9 to 6.2 GB/s)
gemv: 0.457178 seconds (0.288 Gnz/s, 0.576 Gflop/s, 3.7 to 5.9 GB/s)
gemv: 0.467992 seconds (0.281 Gnz/s, 0.562 Gflop/s, 3.6 to 5.8 GB/s)
gemv: 0.485311 seconds (0.271 Gnz/s, 0.542 Gflop/s, 3.5 to 5.6 GB/s)
gemv: 0.493423 seconds (0.267 Gnz/s, 0.533 Gflop/s, 3.4 to 5.5 GB/s)
gemv: 0.499267 seconds (0.264 Gnz/s, 0.527 Gflop/s, 3.4 to 5.4 GB/s)
gemv: 0.500123 seconds (0.263 Gnz/s, 0.526 Gflop/s, 3.4 to 5.4 GB/s)
gemv: 0.520513 seconds (0.253 Gnz/s, 0.506 Gflop/s, 3.2 to 5.2 GB/s)
gemv: 0.518048 seconds (0.254 Gnz/s, 0.508 Gflop/s, 3.3 to 5.2 GB/s)
gemv: 0.520297 seconds (0.253 Gnz/s, 0.506 Gflop/s, 3.2 to 5.2 GB/s)
gemv: 0.515588 seconds (0.255 Gnz/s, 0.510 Gflop/s, 3.3 to 5.2 GB/s)
gemv: 0.523227 seconds (0.251 Gnz/s, 0.503 Gflop/s, 3.2 to 5.2 GB/s)
gemv: 0.519900 seconds (0.253 Gnz/s, 0.506 Gflop/s, 3.2 to 5.2 GB/s)
gemv: 0.520108 seconds (0.253 Gnz/s, 0.506 Gflop/s, 3.2 to 5.2 GB/s)
gemv: 0.529304 seconds (0.249 Gnz/s, 0.497 Gflop/s, 3.2 to 5.1 GB/s)
gemv: 0.572384 seconds (0.230 Gnz/s, 0.460 Gflop/s, 2.9 to 4.7 GB/s)
gemv: 0.562668 seconds (0.234 Gnz/s, 0.468 Gflop/s, 3.0 to 4.8 GB/s)
gemv: 0.552555 seconds (0.238 Gnz/s, 0.476 Gflop/s, 3.0 to 4.9 GB/s)
gemv: 0.563826 seconds (0.233 Gnz/s, 0.467 Gflop/s, 3.0 to 4.8 GB/s)
gemv: 0.565926 seconds (0.232 Gnz/s, 0.465 Gflop/s, 3.0 to 4.8 GB/s)
gemv: 0.569306 seconds (0.231 Gnz/s, 0.462 Gflop/s, 3.0 to 4.7 GB/s)
gemv: 0.555879 seconds (0.237 Gnz/s, 0.473 Gflop/s, 3.0 to 4.9 GB/s)
gemv: 0.561990 seconds (0.234 Gnz/s, 0.468 Gflop/s, 3.0 to 4.8 GB/s)
gemv: 0.556416 seconds (0.236 Gnz/s, 0.473 Gflop/s, 3.0 to 4.9 GB/s)
gemv: 0.555195 seconds (0.237 Gnz/s, 0.474 Gflop/s, 3.0 to 4.9 GB/s)
gemv: 0.555367 seconds (0.237 Gnz/s, 0.474 Gflop/s, 3.0 to 4.9 GB/s)
gemv: 0.553156 seconds (0.238 Gnz/s, 0.476 Gflop/s, 3.0 to 4.9 GB/s)
gemv: 0.551387 seconds (0.239 Gnz/s, 0.477 Gflop/s, 3.1 to 4.9 GB/s)
gemv: 0.561223 seconds (0.234 Gnz/s, 0.469 Gflop/s, 3.0 to 4.8 GB/s)
gemv: 0.558290 seconds (0.236 Gnz/s, 0.471 Gflop/s, 3.0 to 4.8 GB/s)
