
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 2.818306 seconds (25.4 MB/s)
csr_from_coo: 0.095440 seconds, 114919 rows, 114919 columns, 6653399 nonzeros, 15 to 132 nonzeros per row, 1 threads, 114919 to 114919 rows per thread, 6653399 to 6653399 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (7 L2 ways)
gemv (warmup): 0.005426 seconds (0.624 Gnz/s, 2.452 Gflop/s, 15.2 to 24.9 GB/s)
gemv (warmup): 0.005374 seconds (0.630 Gnz/s, 2.476 Gflop/s, 15.4 to 25.1 GB/s)
gemv (warmup): 0.005372 seconds (0.630 Gnz/s, 2.477 Gflop/s, 15.4 to 25.1 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.005388 seconds (0.628 Gnz/s, 2.470 Gflop/s, 15.3 to 25.0 GB/s)
gemv: 0.005369 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005384 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005368 seconds (0.630 Gnz/s, 2.479 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005382 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005368 seconds (0.630 Gnz/s, 2.479 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005383 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005377 seconds (0.629 Gnz/s, 2.475 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005381 seconds (0.629 Gnz/s, 2.473 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005384 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005365 seconds (0.631 Gnz/s, 2.480 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005384 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005371 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005384 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005369 seconds (0.630 Gnz/s, 2.479 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005384 seconds (0.629 Gnz/s, 2.471 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005369 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005382 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005376 seconds (0.629 Gnz/s, 2.475 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005384 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005383 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005369 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005381 seconds (0.629 Gnz/s, 2.473 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005368 seconds (0.630 Gnz/s, 2.479 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005383 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005369 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005396 seconds (0.627 Gnz/s, 2.466 Gflop/s, 15.3 to 25.0 GB/s)
gemv: 0.005368 seconds (0.630 Gnz/s, 2.479 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005381 seconds (0.629 Gnz/s, 2.473 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005369 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005388 seconds (0.628 Gnz/s, 2.470 Gflop/s, 15.3 to 25.0 GB/s)
gemv: 0.005383 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005374 seconds (0.630 Gnz/s, 2.476 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005383 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005369 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005380 seconds (0.629 Gnz/s, 2.473 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005368 seconds (0.630 Gnz/s, 2.479 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005382 seconds (0.629 Gnz/s, 2.473 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005371 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005385 seconds (0.628 Gnz/s, 2.471 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005382 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005368 seconds (0.630 Gnz/s, 2.479 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005405 seconds (0.626 Gnz/s, 2.462 Gflop/s, 15.3 to 25.0 GB/s)
gemv: 0.005370 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005381 seconds (0.629 Gnz/s, 2.473 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005371 seconds (0.630 Gnz/s, 2.477 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005382 seconds (0.629 Gnz/s, 2.473 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005370 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005382 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005368 seconds (0.630 Gnz/s, 2.479 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005384 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005383 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005371 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005382 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005369 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005383 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005369 seconds (0.630 Gnz/s, 2.479 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005381 seconds (0.629 Gnz/s, 2.473 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005370 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005384 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005370 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005371 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005385 seconds (0.628 Gnz/s, 2.471 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005370 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005383 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005371 seconds (0.630 Gnz/s, 2.477 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005382 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005371 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005382 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005369 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005381 seconds (0.629 Gnz/s, 2.473 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005382 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005370 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005383 seconds (0.629 Gnz/s, 2.472 Gflop/s, 15.3 to 25.1 GB/s)
gemv: 0.005371 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005392 seconds (0.628 Gnz/s, 2.468 Gflop/s, 15.3 to 25.0 GB/s)
gemv: 0.005373 seconds (0.630 Gnz/s, 2.477 Gflop/s, 15.4 to 25.1 GB/s)
gemv: 0.005387 seconds (0.628 Gnz/s, 2.470 Gflop/s, 15.3 to 25.0 GB/s)
gemv: 0.005371 seconds (0.630 Gnz/s, 2.478 Gflop/s, 15.4 to 25.1 GB/s)
