
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 6.850842 seconds (30.9 MB/s)
csr_from_coo: 0.102381 seconds, 1489752 rows, 1489752 columns, 10319760 nonzeros, 4 to 7 nonzeros per row, 1 threads, 1489752 to 1489752 rows per thread, 10319760 to 10319760 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.028039 seconds (0.368 Gnz/s, 0.736 Gflop/s, 5.7 to 8.2 GB/s)
gemv (warmup): 0.028679 seconds (0.360 Gnz/s, 0.720 Gflop/s, 5.6 to 8.0 GB/s)
gemv (warmup): 0.029108 seconds (0.355 Gnz/s, 0.709 Gflop/s, 5.5 to 7.9 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.029528 seconds (0.349 Gnz/s, 0.699 Gflop/s, 5.4 to 7.8 GB/s)
gemv: 0.029930 seconds (0.345 Gnz/s, 0.690 Gflop/s, 5.3 to 7.7 GB/s)
gemv: 0.030550 seconds (0.338 Gnz/s, 0.676 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.031020 seconds (0.333 Gnz/s, 0.665 Gflop/s, 5.1 to 7.4 GB/s)
gemv: 0.031273 seconds (0.330 Gnz/s, 0.660 Gflop/s, 5.1 to 7.4 GB/s)
gemv: 0.031557 seconds (0.327 Gnz/s, 0.654 Gflop/s, 5.1 to 7.3 GB/s)
gemv: 0.031659 seconds (0.326 Gnz/s, 0.652 Gflop/s, 5.0 to 7.3 GB/s)
gemv: 0.031739 seconds (0.325 Gnz/s, 0.650 Gflop/s, 5.0 to 7.3 GB/s)
gemv: 0.031902 seconds (0.323 Gnz/s, 0.647 Gflop/s, 5.0 to 7.2 GB/s)
gemv: 0.032140 seconds (0.321 Gnz/s, 0.642 Gflop/s, 5.0 to 7.2 GB/s)
gemv: 0.032473 seconds (0.318 Gnz/s, 0.636 Gflop/s, 4.9 to 7.1 GB/s)
gemv: 0.032609 seconds (0.316 Gnz/s, 0.633 Gflop/s, 4.9 to 7.1 GB/s)
gemv: 0.033164 seconds (0.311 Gnz/s, 0.622 Gflop/s, 4.8 to 6.9 GB/s)
gemv: 0.033227 seconds (0.311 Gnz/s, 0.621 Gflop/s, 4.8 to 6.9 GB/s)
gemv: 0.033404 seconds (0.309 Gnz/s, 0.618 Gflop/s, 4.8 to 6.9 GB/s)
gemv: 0.033415 seconds (0.309 Gnz/s, 0.618 Gflop/s, 4.8 to 6.9 GB/s)
gemv: 0.033682 seconds (0.306 Gnz/s, 0.613 Gflop/s, 4.7 to 6.8 GB/s)
gemv: 0.033948 seconds (0.304 Gnz/s, 0.608 Gflop/s, 4.7 to 6.8 GB/s)
gemv: 0.034019 seconds (0.303 Gnz/s, 0.607 Gflop/s, 4.7 to 6.8 GB/s)
gemv: 0.034151 seconds (0.302 Gnz/s, 0.604 Gflop/s, 4.7 to 6.7 GB/s)
gemv: 0.034317 seconds (0.301 Gnz/s, 0.601 Gflop/s, 4.7 to 6.7 GB/s)
gemv: 0.034392 seconds (0.300 Gnz/s, 0.600 Gflop/s, 4.6 to 6.7 GB/s)
gemv: 0.034391 seconds (0.300 Gnz/s, 0.600 Gflop/s, 4.6 to 6.7 GB/s)
gemv: 0.034374 seconds (0.300 Gnz/s, 0.600 Gflop/s, 4.6 to 6.7 GB/s)
gemv: 0.034403 seconds (0.300 Gnz/s, 0.600 Gflop/s, 4.6 to 6.7 GB/s)
gemv: 0.034310 seconds (0.301 Gnz/s, 0.602 Gflop/s, 4.7 to 6.7 GB/s)
gemv: 0.034289 seconds (0.301 Gnz/s, 0.602 Gflop/s, 4.7 to 6.7 GB/s)
gemv: 0.034328 seconds (0.301 Gnz/s, 0.601 Gflop/s, 4.6 to 6.7 GB/s)
gemv: 0.034144 seconds (0.302 Gnz/s, 0.604 Gflop/s, 4.7 to 6.7 GB/s)
gemv: 0.034243 seconds (0.301 Gnz/s, 0.603 Gflop/s, 4.7 to 6.7 GB/s)
gemv: 0.034199 seconds (0.302 Gnz/s, 0.604 Gflop/s, 4.7 to 6.7 GB/s)
gemv: 0.034330 seconds (0.301 Gnz/s, 0.601 Gflop/s, 4.6 to 6.7 GB/s)
gemv: 0.033813 seconds (0.305 Gnz/s, 0.610 Gflop/s, 4.7 to 6.8 GB/s)
gemv: 0.033901 seconds (0.304 Gnz/s, 0.609 Gflop/s, 4.7 to 6.8 GB/s)
gemv: 0.034045 seconds (0.303 Gnz/s, 0.606 Gflop/s, 4.7 to 6.8 GB/s)
gemv: 0.034088 seconds (0.303 Gnz/s, 0.605 Gflop/s, 4.7 to 6.8 GB/s)
gemv: 0.033963 seconds (0.304 Gnz/s, 0.608 Gflop/s, 4.7 to 6.8 GB/s)
gemv: 0.034084 seconds (0.303 Gnz/s, 0.606 Gflop/s, 4.7 to 6.8 GB/s)
gemv: 0.034135 seconds (0.302 Gnz/s, 0.605 Gflop/s, 4.7 to 6.7 GB/s)
gemv: 0.034006 seconds (0.303 Gnz/s, 0.607 Gflop/s, 4.7 to 6.8 GB/s)
gemv: 0.034088 seconds (0.303 Gnz/s, 0.605 Gflop/s, 4.7 to 6.8 GB/s)
gemv: 0.034159 seconds (0.302 Gnz/s, 0.604 Gflop/s, 4.7 to 6.7 GB/s)
gemv: 0.034188 seconds (0.302 Gnz/s, 0.604 Gflop/s, 4.7 to 6.7 GB/s)
gemv: 0.034270 seconds (0.301 Gnz/s, 0.602 Gflop/s, 4.7 to 6.7 GB/s)
gemv: 0.034375 seconds (0.300 Gnz/s, 0.600 Gflop/s, 4.6 to 6.7 GB/s)
gemv: 0.034288 seconds (0.301 Gnz/s, 0.602 Gflop/s, 4.7 to 6.7 GB/s)
gemv: 0.034335 seconds (0.301 Gnz/s, 0.601 Gflop/s, 4.6 to 6.7 GB/s)
gemv: 0.034760 seconds (0.297 Gnz/s, 0.594 Gflop/s, 4.6 to 6.6 GB/s)
gemv: 0.034877 seconds (0.296 Gnz/s, 0.592 Gflop/s, 4.6 to 6.6 GB/s)
gemv: 0.035042 seconds (0.295 Gnz/s, 0.589 Gflop/s, 4.6 to 6.6 GB/s)
gemv: 0.035172 seconds (0.293 Gnz/s, 0.587 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035149 seconds (0.294 Gnz/s, 0.587 Gflop/s, 4.5 to 6.6 GB/s)
gemv: 0.035124 seconds (0.294 Gnz/s, 0.588 Gflop/s, 4.5 to 6.6 GB/s)
gemv: 0.035169 seconds (0.293 Gnz/s, 0.587 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035199 seconds (0.293 Gnz/s, 0.586 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035127 seconds (0.294 Gnz/s, 0.588 Gflop/s, 4.5 to 6.6 GB/s)
gemv: 0.035247 seconds (0.293 Gnz/s, 0.586 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035425 seconds (0.291 Gnz/s, 0.583 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035285 seconds (0.292 Gnz/s, 0.585 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035375 seconds (0.292 Gnz/s, 0.583 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035448 seconds (0.291 Gnz/s, 0.582 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035416 seconds (0.291 Gnz/s, 0.583 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035523 seconds (0.291 Gnz/s, 0.581 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035512 seconds (0.291 Gnz/s, 0.581 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035578 seconds (0.290 Gnz/s, 0.580 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035940 seconds (0.287 Gnz/s, 0.574 Gflop/s, 4.4 to 6.4 GB/s)
gemv: 0.035969 seconds (0.287 Gnz/s, 0.574 Gflop/s, 4.4 to 6.4 GB/s)
gemv: 0.036018 seconds (0.287 Gnz/s, 0.573 Gflop/s, 4.4 to 6.4 GB/s)
gemv: 0.035954 seconds (0.287 Gnz/s, 0.574 Gflop/s, 4.4 to 6.4 GB/s)
gemv: 0.036007 seconds (0.287 Gnz/s, 0.573 Gflop/s, 4.4 to 6.4 GB/s)
gemv: 0.035677 seconds (0.289 Gnz/s, 0.579 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035505 seconds (0.291 Gnz/s, 0.581 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035450 seconds (0.291 Gnz/s, 0.582 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035657 seconds (0.289 Gnz/s, 0.579 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.035604 seconds (0.290 Gnz/s, 0.580 Gflop/s, 4.5 to 6.5 GB/s)
gemv: 0.037266 seconds (0.277 Gnz/s, 0.554 Gflop/s, 4.3 to 6.2 GB/s)
gemv: 0.037409 seconds (0.276 Gnz/s, 0.552 Gflop/s, 4.3 to 6.2 GB/s)
gemv: 0.037438 seconds (0.276 Gnz/s, 0.551 Gflop/s, 4.3 to 6.1 GB/s)
gemv: 0.037288 seconds (0.277 Gnz/s, 0.554 Gflop/s, 4.3 to 6.2 GB/s)
gemv: 0.037373 seconds (0.276 Gnz/s, 0.552 Gflop/s, 4.3 to 6.2 GB/s)
gemv: 0.037425 seconds (0.276 Gnz/s, 0.551 Gflop/s, 4.3 to 6.2 GB/s)
gemv: 0.037356 seconds (0.276 Gnz/s, 0.553 Gflop/s, 4.3 to 6.2 GB/s)
gemv: 0.037342 seconds (0.276 Gnz/s, 0.553 Gflop/s, 4.3 to 6.2 GB/s)
gemv: 0.037266 seconds (0.277 Gnz/s, 0.554 Gflop/s, 4.3 to 6.2 GB/s)
gemv: 0.037322 seconds (0.277 Gnz/s, 0.553 Gflop/s, 4.3 to 6.2 GB/s)
gemv: 0.037352 seconds (0.276 Gnz/s, 0.553 Gflop/s, 4.3 to 6.2 GB/s)
gemv: 0.037330 seconds (0.276 Gnz/s, 0.553 Gflop/s, 4.3 to 6.2 GB/s)
gemv: 0.037246 seconds (0.277 Gnz/s, 0.554 Gflop/s, 4.3 to 6.2 GB/s)
gemv: 0.037975 seconds (0.272 Gnz/s, 0.543 Gflop/s, 4.2 to 6.1 GB/s)
gemv: 0.037639 seconds (0.274 Gnz/s, 0.548 Gflop/s, 4.2 to 6.1 GB/s)
gemv: 0.037885 seconds (0.272 Gnz/s, 0.545 Gflop/s, 4.2 to 6.1 GB/s)
gemv: 0.037902 seconds (0.272 Gnz/s, 0.545 Gflop/s, 4.2 to 6.1 GB/s)
gemv: 0.037820 seconds (0.273 Gnz/s, 0.546 Gflop/s, 4.2 to 6.1 GB/s)
gemv: 0.037923 seconds (0.272 Gnz/s, 0.544 Gflop/s, 4.2 to 6.1 GB/s)
gemv: 0.038002 seconds (0.272 Gnz/s, 0.543 Gflop/s, 4.2 to 6.1 GB/s)
gemv: 0.038003 seconds (0.272 Gnz/s, 0.543 Gflop/s, 4.2 to 6.1 GB/s)
gemv: 0.038028 seconds (0.271 Gnz/s, 0.543 Gflop/s, 4.2 to 6.1 GB/s)
gemv: 0.037937 seconds (0.272 Gnz/s, 0.544 Gflop/s, 4.2 to 6.1 GB/s)
gemv: 0.038080 seconds (0.271 Gnz/s, 0.542 Gflop/s, 4.2 to 6.0 GB/s)
gemv: 0.038045 seconds (0.271 Gnz/s, 0.543 Gflop/s, 4.2 to 6.1 GB/s)
region,threads,EFFECTIVE_INST_SPEC,CPU_CYCLES,FP_DP_FIXED_OPS_SPEC,FP_DP_SCALE_OPS_SPEC,L2D_CACHE_REFILL,L2D_CACHE_WB,L2D_SWAP_DM,L2D_CACHE_MIBMCH_PRF,L1D_CACHE_REFILL,CPI ,Frequency ,L1D cache miss rate ,L2D cache miss rate ,L2-Memory Bandwidth ,DP (FP) ,DP (FP+SVE512) ,Computational Intensity (FP+SVE512) ,time
gemv,0,5519797096,7733421527,148978506,1489752000,75887220,6703770,464117,1330379,82257614,1.401034,2198.892663,0.014902,0.013423,5.881185,42.360001,1736.722441,0.295301,3.516962
