matrix,time
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.028232
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.294223
/home/ru37geh/mtx/suitesparse/AMD/G3_circuit.mtx, 1.537106
/home/ru37geh/mtx/suitesparse/Andrianov/ins2.mtx, 0.398424
/home/ru37geh/mtx/suitesparse/Andrianov/lp1.mtx, 0.374060
/home/ru37geh/mtx/suitesparse/Andrianov/mip1.mtx, 0.926744
/home/ru37geh/mtx/suitesparse/Andrianov/net100.mtx, 0.254370
/home/ru37geh/mtx/suitesparse/Andrianov/net125.mtx, 0.341219
/home/ru37geh/mtx/suitesparse/Andrianov/net150.mtx, 0.410202
/home/ru37geh/mtx/suitesparse/Andrianov/net4-1.mtx, 0.335506
/home/ru37geh/mtx/suitesparse/Andrianov/net75.mtx, 0.187699
/home/ru37geh/mtx/suitesparse/Andrianov/pattern1.mtx, 1.047934
/home/ru37geh/mtx/suitesparse/ATandT/pre2.mtx, 0.995747
/home/ru37geh/mtx/suitesparse/ATandT/twotone.mtx, 0.191118
/home/ru37geh/mtx/suitesparse/Belcastro/human_gene1.mtx, 2.794432
/home/ru37geh/mtx/suitesparse/Belcastro/human_gene2.mtx, 1.883760
/home/ru37geh/mtx/suitesparse/Belcastro/mouse_gene.mtx, 4.121075
/home/ru37geh/mtx/suitesparse/BenElechi/BenElechi1.mtx, 1.254944
/home/ru37geh/mtx/suitesparse/Bodendiek/CurlCurl_1.mtx, 0.327935
/home/ru37geh/mtx/suitesparse/Bodendiek/CurlCurl_2.mtx, 1.258283
/home/ru37geh/mtx/suitesparse/Bodendiek/CurlCurl_3.mtx, 1.949133
/home/ru37geh/mtx/suitesparse/Bodendiek/CurlCurl_4.mtx, 3.960051
/home/ru37geh/mtx/suitesparse/Boeing/bcsstk35.mtx, 0.138969
/home/ru37geh/mtx/suitesparse/Boeing/bcsstk36.mtx, 0.109497
/home/ru37geh/mtx/suitesparse/Boeing/bcsstk37.mtx, 0.110162
/home/ru37geh/mtx/suitesparse/Boeing/bcsstk39.mtx, 0.203836
/home/ru37geh/mtx/suitesparse/Boeing/crystk03.mtx, 0.170346
/home/ru37geh/mtx/suitesparse/Boeing/ct20stif.mtx, 0.262154
/home/ru37geh/mtx/suitesparse/Boeing/msc10848.mtx, 0.117439
/home/ru37geh/mtx/suitesparse/Boeing/msc23052.mtx, 0.116247
/home/ru37geh/mtx/suitesparse/Boeing/pcrystk03.mtx, 0.170388
/home/ru37geh/mtx/suitesparse/Boeing/pct20stif.mtx, 0.263056
/home/ru37geh/mtx/suitesparse/Boeing/pwtk.mtx, 1.112920
/home/ru37geh/mtx/suitesparse/Botonakis/FEM_3D_thermal2.mtx, 0.379406
/home/ru37geh/mtx/suitesparse/Botonakis/thermomech_dK.mtx, 0.506856
/home/ru37geh/mtx/suitesparse/Botonakis/thermomech_dM.mtx, 0.379031
/home/ru37geh/mtx/suitesparse/Bourchtein/atmosmodd.mtx, 1.678711
/home/ru37geh/mtx/suitesparse/Bourchtein/atmosmodj.mtx, 1.679747
/home/ru37geh/mtx/suitesparse/Bourchtein/atmosmodl.mtx, 1.989515
/home/ru37geh/mtx/suitesparse/Bourchtein/atmosmodm.mtx, 1.989112
