
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 3.665661 seconds (31.7 MB/s)
csr_from_coo: 0.242082 seconds, 4026819 rows, 4026819 columns, 16108474 nonzeros, 2 to 6 nonzeros per row, 1 threads, 4026819 to 4026819 rows per thread, 16108474 to 16108474 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (9 L2 ways)
gemv (warmup): 0.101586 seconds (0.079 Gnz/s, 0.317 Gflop/s, 2.9 to 3.8 GB/s)
gemv (warmup): 0.102448 seconds (0.079 Gnz/s, 0.314 Gflop/s, 2.8 to 3.8 GB/s)
gemv (warmup): 0.102767 seconds (0.078 Gnz/s, 0.313 Gflop/s, 2.8 to 3.8 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.103547 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.8 to 3.7 GB/s)
gemv: 0.103654 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.8 to 3.7 GB/s)
gemv: 0.103583 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.8 to 3.7 GB/s)
gemv: 0.103606 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.8 to 3.7 GB/s)
gemv: 0.103723 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.8 to 3.7 GB/s)
gemv: 0.103875 seconds (0.078 Gnz/s, 0.310 Gflop/s, 2.8 to 3.7 GB/s)
gemv: 0.103804 seconds (0.078 Gnz/s, 0.310 Gflop/s, 2.8 to 3.7 GB/s)
gemv: 0.103910 seconds (0.078 Gnz/s, 0.310 Gflop/s, 2.8 to 3.7 GB/s)
gemv: 0.103912 seconds (0.078 Gnz/s, 0.310 Gflop/s, 2.8 to 3.7 GB/s)
