
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.864499 seconds (26.5 MB/s)
csr_from_coo: 0.022799 seconds, 62424 rows, 62424 columns, 1717792 nonzeros, 16 to 44 nonzeros per row, 1 threads, 62424 to 62424 rows per thread, 1717792 to 1717792 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (12 L2 ways, 2 L1 ways)
gemv (warmup): 0.004228 seconds (0.406 Gnz/s, 0.813 Gflop/s, 5.2 to 8.4 GB/s)
gemv (warmup): 0.004115 seconds (0.417 Gnz/s, 0.835 Gflop/s, 5.4 to 8.6 GB/s)
gemv (warmup): 0.004118 seconds (0.417 Gnz/s, 0.834 Gflop/s, 5.4 to 8.6 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.004133 seconds (0.416 Gnz/s, 0.831 Gflop/s, 5.4 to 8.6 GB/s)
gemv: 0.004131 seconds (0.416 Gnz/s, 0.832 Gflop/s, 5.4 to 8.6 GB/s)
gemv: 0.004117 seconds (0.417 Gnz/s, 0.834 Gflop/s, 5.4 to 8.6 GB/s)
gemv: 0.004119 seconds (0.417 Gnz/s, 0.834 Gflop/s, 5.4 to 8.6 GB/s)
gemv: 0.004136 seconds (0.415 Gnz/s, 0.831 Gflop/s, 5.3 to 8.5 GB/s)
gemv: 0.004112 seconds (0.418 Gnz/s, 0.835 Gflop/s, 5.4 to 8.6 GB/s)
gemv: 0.004125 seconds (0.416 Gnz/s, 0.833 Gflop/s, 5.4 to 8.6 GB/s)
gemv: 0.004121 seconds (0.417 Gnz/s, 0.834 Gflop/s, 5.4 to 8.6 GB/s)
gemv: 0.004141 seconds (0.415 Gnz/s, 0.830 Gflop/s, 5.3 to 8.5 GB/s)
gemv: 0.004114 seconds (0.418 Gnz/s, 0.835 Gflop/s, 5.4 to 8.6 GB/s)
gemv: 0.004123 seconds (0.417 Gnz/s, 0.833 Gflop/s, 5.4 to 8.6 GB/s)
gemv: 0.004137 seconds (0.415 Gnz/s, 0.830 Gflop/s, 5.3 to 8.5 GB/s)
gemv: 0.004122 seconds (0.417 Gnz/s, 0.833 Gflop/s, 5.4 to 8.6 GB/s)
gemv: 0.004140 seconds (0.415 Gnz/s, 0.830 Gflop/s, 5.3 to 8.5 GB/s)
gemv: 0.004122 seconds (0.417 Gnz/s, 0.833 Gflop/s, 5.4 to 8.6 GB/s)
gemv: 0.004137 seconds (0.415 Gnz/s, 0.830 Gflop/s, 5.3 to 8.5 GB/s)
gemv: 0.004125 seconds (0.416 Gnz/s, 0.833 Gflop/s, 5.4 to 8.6 GB/s)
gemv: 0.004120 seconds (0.417 Gnz/s, 0.834 Gflop/s, 5.4 to 8.6 GB/s)
gemv: 0.004139 seconds (0.415 Gnz/s, 0.830 Gflop/s, 5.3 to 8.5 GB/s)
gemv: 0.004128 seconds (0.416 Gnz/s, 0.832 Gflop/s, 5.4 to 8.6 GB/s)
gemv: 0.004142 seconds (0.415 Gnz/s, 0.829 Gflop/s, 5.3 to 8.5 GB/s)
gemv: 0.004130 seconds (0.416 Gnz/s, 0.832 Gflop/s, 5.4 to 8.6 GB/s)
gemv: 0.004143 seconds (0.415 Gnz/s, 0.829 Gflop/s, 5.3 to 8.5 GB/s)
gemv: 0.004128 seconds (0.416 Gnz/s, 0.832 Gflop/s, 5.4 to 8.6 GB/s)
