
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 8.401201 seconds (29.1 MB/s)
csr_from_coo: 0.285501 seconds, 185639 rows, 185639 columns, 15011265 nonzeros, 13 to 662 nonzeros per row, 1 threads, 185639 to 185639 rows per thread, 15011265 to 15011265 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
gemv (warmup): 0.013258 seconds (0.573 Gnz/s, 2.265 Gflop/s, 13.9 to 22.9 GB/s)
gemv (warmup): 0.013154 seconds (0.578 Gnz/s, 2.282 Gflop/s, 14.0 to 23.0 GB/s)
gemv (warmup): 0.013162 seconds (0.577 Gnz/s, 2.281 Gflop/s, 14.0 to 23.0 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.013154 seconds (0.578 Gnz/s, 2.282 Gflop/s, 14.0 to 23.0 GB/s)
gemv: 0.013193 seconds (0.576 Gnz/s, 2.276 Gflop/s, 14.0 to 23.0 GB/s)
gemv: 0.013180 seconds (0.577 Gnz/s, 2.278 Gflop/s, 14.0 to 23.0 GB/s)
gemv: 0.013187 seconds (0.576 Gnz/s, 2.277 Gflop/s, 14.0 to 23.0 GB/s)
gemv: 0.013148 seconds (0.578 Gnz/s, 2.283 Gflop/s, 14.0 to 23.1 GB/s)
gemv: 0.013195 seconds (0.576 Gnz/s, 2.275 Gflop/s, 14.0 to 23.0 GB/s)
gemv: 0.013167 seconds (0.577 Gnz/s, 2.280 Gflop/s, 14.0 to 23.0 GB/s)
gemv: 0.013148 seconds (0.578 Gnz/s, 2.283 Gflop/s, 14.0 to 23.1 GB/s)
gemv: 0.013169 seconds (0.577 Gnz/s, 2.280 Gflop/s, 14.0 to 23.0 GB/s)
gemv: 0.013149 seconds (0.578 Gnz/s, 2.283 Gflop/s, 14.0 to 23.1 GB/s)
gemv: 0.013171 seconds (0.577 Gnz/s, 2.280 Gflop/s, 14.0 to 23.0 GB/s)
gemv: 0.013145 seconds (0.578 Gnz/s, 2.284 Gflop/s, 14.0 to 23.1 GB/s)
gemv: 0.013172 seconds (0.577 Gnz/s, 2.279 Gflop/s, 14.0 to 23.0 GB/s)
gemv: 0.013161 seconds (0.577 Gnz/s, 2.281 Gflop/s, 14.0 to 23.0 GB/s)
gemv: 0.013141 seconds (0.578 Gnz/s, 2.285 Gflop/s, 14.0 to 23.1 GB/s)
gemv: 0.013141 seconds (0.578 Gnz/s, 2.285 Gflop/s, 14.0 to 23.1 GB/s)
gemv: 0.013162 seconds (0.577 Gnz/s, 2.281 Gflop/s, 14.0 to 23.0 GB/s)
gemv: 0.013143 seconds (0.578 Gnz/s, 2.284 Gflop/s, 14.0 to 23.1 GB/s)
gemv: 0.013128 seconds (0.579 Gnz/s, 2.287 Gflop/s, 14.1 to 23.1 GB/s)
gemv: 0.013198 seconds (0.576 Gnz/s, 2.275 Gflop/s, 14.0 to 23.0 GB/s)
gemv: 0.013135 seconds (0.579 Gnz/s, 2.286 Gflop/s, 14.1 to 23.1 GB/s)
gemv: 0.013195 seconds (0.576 Gnz/s, 2.275 Gflop/s, 14.0 to 23.0 GB/s)
gemv: 0.013159 seconds (0.577 Gnz/s, 2.282 Gflop/s, 14.0 to 23.0 GB/s)
gemv: 0.013185 seconds (0.576 Gnz/s, 2.277 Gflop/s, 14.0 to 23.0 GB/s)
gemv: 0.013148 seconds (0.578 Gnz/s, 2.284 Gflop/s, 14.0 to 23.1 GB/s)
gemv: 0.013181 seconds (0.576 Gnz/s, 2.278 Gflop/s, 14.0 to 23.0 GB/s)
