
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.462755 seconds (26.5 MB/s)
csr_from_coo: 0.029677 seconds, 156317 rows, 156317 columns, 2118662 nonzeros, 3 to 44 nonzeros per row, 1 threads, 156317 to 156317 rows per thread, 2118662 to 2118662 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (7 L2 ways)
gemv (warmup): 0.005219 seconds (0.203 Gnz/s, 0.812 Gflop/s, 5.6 to 8.6 GB/s)
gemv (warmup): 0.005021 seconds (0.211 Gnz/s, 0.844 Gflop/s, 5.8 to 8.9 GB/s)
gemv (warmup): 0.005024 seconds (0.211 Gnz/s, 0.843 Gflop/s, 5.8 to 8.9 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.005055 seconds (0.210 Gnz/s, 0.838 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005055 seconds (0.210 Gnz/s, 0.838 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005043 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005063 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005041 seconds (0.210 Gnz/s, 0.841 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005064 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005045 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005064 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005049 seconds (0.210 Gnz/s, 0.839 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005063 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005047 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005058 seconds (0.209 Gnz/s, 0.838 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005052 seconds (0.210 Gnz/s, 0.839 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005059 seconds (0.209 Gnz/s, 0.838 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005059 seconds (0.209 Gnz/s, 0.838 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005044 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005056 seconds (0.210 Gnz/s, 0.838 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005044 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005060 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005041 seconds (0.210 Gnz/s, 0.841 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005066 seconds (0.209 Gnz/s, 0.836 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005045 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005061 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005042 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005061 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005048 seconds (0.210 Gnz/s, 0.839 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005058 seconds (0.209 Gnz/s, 0.838 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005047 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005059 seconds (0.209 Gnz/s, 0.838 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005046 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005060 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005041 seconds (0.210 Gnz/s, 0.841 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005063 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005043 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005060 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005045 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005058 seconds (0.209 Gnz/s, 0.838 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005040 seconds (0.210 Gnz/s, 0.841 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005065 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005041 seconds (0.210 Gnz/s, 0.841 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005062 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005044 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005046 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005058 seconds (0.209 Gnz/s, 0.838 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005046 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005060 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005046 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005070 seconds (0.209 Gnz/s, 0.836 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005050 seconds (0.210 Gnz/s, 0.839 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005059 seconds (0.209 Gnz/s, 0.838 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005040 seconds (0.210 Gnz/s, 0.841 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005062 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005040 seconds (0.210 Gnz/s, 0.841 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005059 seconds (0.209 Gnz/s, 0.838 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005044 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005056 seconds (0.210 Gnz/s, 0.838 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005048 seconds (0.210 Gnz/s, 0.839 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005052 seconds (0.210 Gnz/s, 0.839 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005044 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005057 seconds (0.209 Gnz/s, 0.838 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005044 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005063 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005045 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005061 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005049 seconds (0.210 Gnz/s, 0.839 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005061 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005053 seconds (0.210 Gnz/s, 0.839 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005061 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005047 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005059 seconds (0.209 Gnz/s, 0.838 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005066 seconds (0.209 Gnz/s, 0.836 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005045 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005062 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005043 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005063 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005044 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005063 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005046 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005069 seconds (0.209 Gnz/s, 0.836 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005047 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005062 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005049 seconds (0.210 Gnz/s, 0.839 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005062 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005047 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005061 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005037 seconds (0.210 Gnz/s, 0.841 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005062 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005044 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005061 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005051 seconds (0.210 Gnz/s, 0.839 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005062 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005047 seconds (0.210 Gnz/s, 0.839 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005063 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005044 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005060 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005049 seconds (0.210 Gnz/s, 0.839 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005063 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005062 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005046 seconds (0.210 Gnz/s, 0.840 Gflop/s, 5.8 to 8.9 GB/s)
gemv: 0.005061 seconds (0.209 Gnz/s, 0.837 Gflop/s, 5.8 to 8.9 GB/s)
region,threads,EFFECTIVE_INST_SPEC,CPU_CYCLES,FP_DP_FIXED_OPS_SPEC,FP_DP_SCALE_OPS_SPEC,L2D_CACHE_REFILL,L2D_CACHE_WB,L2D_SWAP_DM,L2D_CACHE_MIBMCH_PRF,L1D_CACHE_REFILL,CPI ,Frequency ,L1D cache miss rate ,L2D cache miss rate ,L2-Memory Bandwidth ,DP (FP) ,DP (FP+SVE512) ,Computational Intensity (FP+SVE512) ,time
gemv,0,842098439,1140774884,15635006,231789800,11096912,376642,60688,27006,16346891,1.354681,2201.668687,0.019412,0.013074,5.625457,30.175194,1819.570636,0.323453,0.518141
total,-1,842098439,1140774884,15635006,231789800,11096912,376642,60688,27006,16346891,1.354681,2201.668687,0.019412,0.013074,5.625457,30.175194,1819.570636,0.323453,0.518141
