
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.449276 seconds (24.6 MB/s)
csr_from_coo: 0.027764 seconds, 252266 rows, 252266 columns, 1230482 nonzeros, 1 to 76 nonzeros per row, 1 threads, 252266 to 252266 rows per thread, 1230482 to 1230482 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (4 L2 ways)
gemv (warmup): 0.008131 seconds (0.076 Gnz/s, 0.303 Gflop/s, 2.6 to 3.5 GB/s)
gemv (warmup): 0.007906 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv (warmup): 0.007909 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.007944 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007906 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007901 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007920 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007930 seconds (0.078 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007922 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007930 seconds (0.078 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007910 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007917 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007925 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007923 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007923 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007910 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007919 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007919 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007927 seconds (0.078 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007922 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007910 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007923 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007924 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007925 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007927 seconds (0.078 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007910 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007924 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007929 seconds (0.078 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007925 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007918 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007915 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007924 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007924 seconds (0.078 Gnz/s, 0.311 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007934 seconds (0.078 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007935 seconds (0.078 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007941 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007962 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007955 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007961 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007945 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007949 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007946 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007953 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007953 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007957 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007958 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007946 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007944 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007951 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007951 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007956 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007939 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007949 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007951 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007955 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007955 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007939 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007950 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007951 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007958 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007962 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007940 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007957 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007957 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007944 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007955 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007959 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007945 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007949 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007959 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007950 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007960 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007946 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007958 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007962 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007952 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007956 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007944 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007962 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007939 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007958 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007962 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007931 seconds (0.078 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007959 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007952 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007953 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007959 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007941 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007949 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007952 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007942 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007951 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007959 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007940 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007956 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007962 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007958 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007952 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007939 seconds (0.078 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007954 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007954 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007951 seconds (0.077 Gnz/s, 0.310 Gflop/s, 2.6 to 3.6 GB/s)
gemv: 0.007957 seconds (0.077 Gnz/s, 0.309 Gflop/s, 2.6 to 3.6 GB/s)
region,threads,EFFECTIVE_INST_SPEC,CPU_CYCLES,FP_DP_FIXED_OPS_SPEC,FP_DP_SCALE_OPS_SPEC,L2D_CACHE_REFILL,L2D_CACHE_WB,L2D_SWAP_DM,L2D_CACHE_MIBMCH_PRF,L1D_CACHE_REFILL,CPI ,Frequency ,L1D cache miss rate ,L2D cache miss rate ,L2-Memory Bandwidth ,DP (FP) ,DP (FP+SVE512) ,Computational Intensity (FP+SVE512) ,time
gemv,0,984561886,1775993440,25229906,262412400,8127717,773408,67735,103052,27609326,1.803841,2200.353339,0.028042,0.008082,2.768994,31.258397,1331.713652,0.480938,0.807140
total,-1,984561886,1775993440,25229906,262412400,8127717,773408,67735,103052,27609326,1.803841,2200.353339,0.028042,0.008082,2.768994,31.258397,1331.713652,0.480938,0.807140
