
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.849536 seconds (25.9 MB/s)
csr_from_coo: 0.170736 seconds, 16783 rows, 16783 columns, 9323427 nonzeros, 33 to 14672 nonzeros per row, 1 threads, 16783 to 16783 rows per thread, 9323427 to 9323427 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.004958 seconds (0.942 Gnz/s, 3.761 Gflop/s, 22.6 to 37.7 GB/s)
gemv (warmup): 0.005011 seconds (0.932 Gnz/s, 3.721 Gflop/s, 22.4 to 37.3 GB/s)
gemv (warmup): 0.005008 seconds (0.932 Gnz/s, 3.723 Gflop/s, 22.4 to 37.3 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.005001 seconds (0.934 Gnz/s, 3.728 Gflop/s, 22.5 to 37.3 GB/s)
gemv: 0.004976 seconds (0.939 Gnz/s, 3.748 Gflop/s, 22.6 to 37.5 GB/s)
gemv: 0.005079 seconds (0.919 Gnz/s, 3.671 Gflop/s, 22.1 to 36.8 GB/s)
gemv: 0.005010 seconds (0.932 Gnz/s, 3.722 Gflop/s, 22.4 to 37.3 GB/s)
gemv: 0.005019 seconds (0.930 Gnz/s, 3.715 Gflop/s, 22.4 to 37.2 GB/s)
gemv: 0.004990 seconds (0.936 Gnz/s, 3.737 Gflop/s, 22.5 to 37.4 GB/s)
gemv: 0.005017 seconds (0.931 Gnz/s, 3.717 Gflop/s, 22.4 to 37.2 GB/s)
gemv: 0.004971 seconds (0.939 Gnz/s, 3.751 Gflop/s, 22.6 to 37.6 GB/s)
gemv: 0.005037 seconds (0.927 Gnz/s, 3.702 Gflop/s, 22.3 to 37.1 GB/s)
gemv: 0.005052 seconds (0.924 Gnz/s, 3.691 Gflop/s, 22.2 to 37.0 GB/s)
gemv: 0.005093 seconds (0.917 Gnz/s, 3.662 Gflop/s, 22.0 to 36.7 GB/s)
gemv: 0.004987 seconds (0.937 Gnz/s, 3.739 Gflop/s, 22.5 to 37.4 GB/s)
gemv: 0.005013 seconds (0.932 Gnz/s, 3.720 Gflop/s, 22.4 to 37.3 GB/s)
gemv: 0.005097 seconds (0.916 Gnz/s, 3.658 Gflop/s, 22.0 to 36.6 GB/s)
gemv: 0.005112 seconds (0.914 Gnz/s, 3.648 Gflop/s, 22.0 to 36.5 GB/s)
gemv: 0.005054 seconds (0.924 Gnz/s, 3.690 Gflop/s, 22.2 to 37.0 GB/s)
gemv: 0.005095 seconds (0.917 Gnz/s, 3.660 Gflop/s, 22.0 to 36.7 GB/s)
gemv: 0.005089 seconds (0.918 Gnz/s, 3.664 Gflop/s, 22.1 to 36.7 GB/s)
gemv: 0.005077 seconds (0.920 Gnz/s, 3.673 Gflop/s, 22.1 to 36.8 GB/s)
