
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.427115 seconds (23.7 MB/s)
csr_from_coo: 0.047062 seconds, 196591 rows, 196591 columns, 1900654 nonzeros, 1 to 14730 nonzeros per row, 1 threads, 196591 to 196591 rows per thread, 1900654 to 1900654 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (7 L2 ways)
gemv (warmup): 0.010984 seconds (0.087 Gnz/s, 0.346 Gflop/s, 2.5 to 3.7 GB/s)
gemv (warmup): 0.010820 seconds (0.088 Gnz/s, 0.351 Gflop/s, 2.5 to 3.8 GB/s)
gemv (warmup): 0.010804 seconds (0.088 Gnz/s, 0.352 Gflop/s, 2.5 to 3.8 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.010860 seconds (0.088 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010836 seconds (0.088 Gnz/s, 0.351 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010818 seconds (0.088 Gnz/s, 0.351 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010843 seconds (0.088 Gnz/s, 0.351 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010832 seconds (0.088 Gnz/s, 0.351 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010828 seconds (0.088 Gnz/s, 0.351 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010833 seconds (0.088 Gnz/s, 0.351 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010816 seconds (0.088 Gnz/s, 0.351 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010843 seconds (0.088 Gnz/s, 0.351 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010839 seconds (0.088 Gnz/s, 0.351 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010834 seconds (0.088 Gnz/s, 0.351 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010852 seconds (0.088 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010834 seconds (0.088 Gnz/s, 0.351 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010835 seconds (0.088 Gnz/s, 0.351 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010849 seconds (0.088 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010862 seconds (0.087 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010845 seconds (0.088 Gnz/s, 0.351 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010861 seconds (0.088 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010849 seconds (0.088 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010855 seconds (0.088 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010879 seconds (0.087 Gnz/s, 0.349 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010849 seconds (0.088 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010861 seconds (0.088 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010848 seconds (0.088 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010849 seconds (0.088 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010847 seconds (0.088 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010863 seconds (0.087 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010862 seconds (0.087 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010860 seconds (0.088 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010870 seconds (0.087 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010888 seconds (0.087 Gnz/s, 0.349 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010880 seconds (0.087 Gnz/s, 0.349 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010865 seconds (0.087 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010874 seconds (0.087 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010874 seconds (0.087 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
gemv: 0.010865 seconds (0.087 Gnz/s, 0.350 Gflop/s, 2.5 to 3.8 GB/s)
